40,4
211,380
120,279
326,2
470,421
332,124
176,379
216,374
309,397
226,10
27,295
88,177
64,61
3,348
2,426
442,216
234,79
342,97
109,55
337,441
389,32
164,52
482,115
247,60
411,137
148,247
69,341
28,443
495,121
266,13
170,382
77,47
206,271
95,180
107,123
32,322
83,139
181,496
107,372
298,348
329,382
174,124
269,373
153,276
153,141
320,314
138,12
9,105
465,348
294,300
22,212
354,209
243,417
418,218
277,490
184,158
367,334
242,23
173,65
27,228
257,274
260,388
278,322
415,163
254,434
466,123
364,388
280,283
259,285
421,69
77,477
77,312
136,28
288,90
370,320
498,372
214,233
131,453
332,318
147,234
232,43
157,385
467,306
53,171
496,45
168,76
376,35
262,348
187,205
306,280
477,240
261,404
202,153
156,251
332,209
162,43
24,66
305,381
387,14
107,135
214,288
413,297
68,365
18,262
477,255
315,285
77,221
335,201
139,467
6,343
222,124
431,410
306,35
438,198
429,286
211,395
418,365
29,441
203,492
396,179
157,314
247,427
268,121
439,449
53,325
89,57
485,283
46,127
281,185
79,68
181,118
382,24
289,221
161,159
363,130
0,283
120,255
53,25
144,382
478,287
111,445
213,73
13,85
19,208
303,389
332,175
290,126
255,82
242,492
475,287
279,314
499,78
487,343
292,138
285,122
334,487
177,477
69,56
52,99
301,354
160,234
207,118
467,239
315,211
446,485
17,281
160,453
354,175
18,439
484,34
127,171
55,401
342,384
145,300
270,21
38,474
49,67
173,487
113,287
133,151
10,144
497,499
249,149
149,131
80,188
129,489
180,441
30,370
345,342
54,396
19,411
40,358
470,286
184,313
311,456
405,351
265,373
339,161
199,88
321,377
64,182
472,222
27,280
200,235
252,7
110,380
453,365
18,323
389,4
123,339
365,262
1,12
110,79
298,396
385,252
233,220
219,92
429,208
251,217
459,433
371,435
417,432
419,259
433,59
407,114
131,223
265,418
484,466
55,455
350,452
121,346
56,26
348,354
471,104
377,339
366,72
474,26
160,24
48,36
397,431
142,212
24,122
367,36
481,434
408,279
280,26
450,371
68,22
131,61
352,38
17,368
455,461
100,298
330,283
385,363
122,11
209,247
335,111
236,200
195,365
497,223
334,219
84,310
412,193
456,157
443,261
262,488
253,458
70,433
461,292
2,205
126,4
298,65
250,418
160,192
66,153
425,59
38,189
166,123
269,30
421,336
395,388
147,365
476,113
259,461
158,349
279,146
283,312
277,310
427,7
107,441
226,250
494,48
304,87
473,81
452,99
474,182
471,22
304,197
410,309
17,171
7,358
364,234
115,144
412,408
379,410
439,87
181,281
79,86
55,244
185,169
428,192
43,381
323,369
121,388
2,69
344,390
117,127
7,435
107,464
472,344
161,277
395,38
274,365
127,485
118,267
238,463
45,214
180,489
362,364
15,333
464,225
469,76
474,276
137,430
176,243
417,487
407,338
309,343
272,352
12,247
198,154
494,28
490,1
491,366
437,105
351,359
225,400
128,43
379,487
238,369
392,43
386,224
460,382
87,25
207,41
306,70
248,284
90,68
149,150
231,353
446,302
429,180
26,203
75,464
134,221
131,46
338,231
183,276
400,139
255,184
40,120
377,160
23,151
393,443
484,73
261,246
60,2
289,185
265,0
97,439
126,403
95,107
487,204
437,283
471,250
257,25
39,283
351,281
269,136
322,479
194,244
187,467
196,374
151,370
219,293
39,118
426,362
413,170
118,311
211,74
55,220
393,456
47,356
403,39
231,333
115,77
85,234
68,248
240,42
9,353
444,495
271,119
467,117
479,21
237,366
54,220
89,496
340,375
93,31
352,136
128,331
486,241
413,282
238,428
218,214
427,375
9,76
465,221
427,97
249,440
252,116
332,14
255,481
388,343
345,201
127,65
481,337
454,132
43,423
399,36
75,191
301,311
67,403
488,374
55,253
406,47
306,380
130,17
423,342
320,380
172,210
140,433
489,287
96,213
100,259
426,311
106,83
16,237
116,478
83,470
65,172
65,430
65,99
82,148
166,49
154,271
366,116
159,256
489,459
473,215
279,119
174,285
452,205
252,496
322,418
14,285
168,230
138,483
72,372
83,234
13,226
462,439
108,453
148,230
30,225
370,469
199,183
178,66
132,54
319,148
305,130
45,86
56,400
171,199
61,15
68,276
163,170
150,19
149,333
366,307
251,153
463,113
66,316
266,389
481,225
362,106
97,136
479,489
396,42
25,24
287,394
110,442
311,320
256,113
205,176
147,209
286,222
479,246
34,194
88,434
128,180
424,378
117,15
276,385
354,467
47,495
221,7
407,347
59,50
66,216
42,167
34,2
191,306
203,133
334,165
157,402
162,255
381,333
437,54
83,150
284,419
301,449
114,424
204,215
167,285
419,232
305,62
372,341
119,272
24,356
182,262
393,45
335,320
214,152
299,435
303,433
144,2
158,157
354,412
144,483
3,134
91,398
433,205
168,15
211,234
82,426
100,404
364,498
382,101
424,298
392,224
101,374
456,336
484,374
489,173
42,105
181,217
367,45
461,25
194,179
163,19
473,491
196,398
218,186
43,422
365,425
141,48
264,36
200,285
237,100
267,198
353,355
81,282
162,11
326,8
368,261
284,172
465,457
264,47
56,196
261,304
119,350
58,113
392,79
493,450
39,351
296,263
92,458
373,347
276,7
486,289
88,142
316,344
50,66
496,164
339,176
188,45
16,40
129,388
340,402
338,86
171,9
334,41
461,22
256,85
167,226
14,246
356,388
231,274
333,136
404,482
41,385
291,24
171,208
176,426
381,91
445,360
389,9
259,397
137,487
391,267
148,252
427,248
181,168
170,78
107,448
379,0
84,454
90,290
328,144
231,285
8,411
380,114
95,458
49,63
0,482
23,93
94,436
133,263
358,478
257,134
33,471
284,28
176,99
363,336
77,128
427,447
170,226
153,259
325,315
465,126
354,77
468,171
274,368
78,79
196,297
144,299
336,143
187,375
201,136
325,142
477,234
26,410
324,26
212,34
493,46
55,349
484,370
224,199
209,190
18,294
22,47
123,141
100,436
351,236
361,183
119,411
416,205
233,72
116,197
100,387
349,378
269,491
402,43
380,93
331,129
166,98
324,402
224,447
152,413
87,290
426,100
472,397
354,45
240,79
148,103
470,186
110,239
8,346
31,6
421,294
442,166
394,413
30,349
489,313
169,425
147,480
335,256
222,499
180,82
82,3
223,363
410,152
184,148
207,286
64,290
220,243
456,459
10,432
427,100
124,31
353,384
136,0
228,237
34,457
453,474
133,429
23,333
257,300
237,280
54,90
113,119
329,425
62,183
233,419
116,493
429,188
173,299
373,188
182,41
452,410
222,134
176,384
452,166
120,99
389,410
181,88
30,90
100,460
49,344
347,15
430,228
178,238
66,97
255,37
241,292
337,222
176,15
261,435
300,195
446,293
311,106
310,19
12,420
355,489
335,103
34,478
19,323
15,272
69,448
131,341
92,322
189,174
492,257
197,199
400,139
486,481
403,44
80,466
55,122
453,421
19,209
294,381
496,185
397,451
116,455
57,472
475,298
491,307
332,4
248,26
429,404
91,232
217,74
21,373
98,181
284,345
149,181
180,113
58,231
159,70
355,54
327,149
343,228
125,45
100,284
333,104
356,294
11,366
13,353
367,88
390,167
189,253
142,229
40,386
159,82
111,296
48,278
19,18
309,262
373,155
224,362
129,367
369,277
133,75
41,498
309,231
428,188
127,450
59,9
96,462
42,53
135,228
245,79
495,147
133,462
334,283
384,117
234,227
357,26
294,171
457,278
57,2
463,48
350,403
311,402
8,447
123,126
347,233
239,406
129,149
430,277
178,376
43,375
452,495
147,117
148,397
325,282
483,26
291,387
106,385
327,121
351,105
276,94
304,298
324,169
78,74
32,358
450,90
362,53
45,121
158,423
410,497
312,428
362,134
83,124
320,32
309,324
46,52
266,336
234,328
371,232
105,231
320,117
380,9
253,423
364,154
467,121
343,497
459,473
409,297
352,323
279,482
82,77
497,445
326,2
64,189
194,227
239,20
397,199
201,184
167,178
138,33
475,389
289,280
101,110
282,486
417,446
419,247
18,157
442,459
468,86
56,439
9,152
194,139
151,333
330,124
325,122
331,283
438,490
96,257
171,466
205,59
372,471
299,300
147,387
19,2
462,72
491,307
17,239
348,423
327,154
387,384
250,172
76,161
322,194
411,418
396,42
291,444
222,488
109,368
426,107
482,24
278,204
371,86
459,193
295,212
253,376
145,296
304,361
118,149
304,31
114,47
171,183
113,223
374,285
93,219
392,43
38,167
333,289
154,113
84,106
211,439
372,284
486,200
169,226
439,204
39,385
347,275
451,366
276,83
391,470
491,331
394,119
168,75
184,105
102,364
297,0
498,415
408,490
383,253
470,438
162,69
60,316
90,223
476,11
367,20
394,13
331,350
59,322
57,396
130,2
276,244
106,249
321,404
61,418
353,52
73,284
324,444
384,52
225,132
358,300
277,345
366,427
398,11
83,238
36,320
265,348
309,137
128,394
16,205
57,332
236,190
5,371
118,401
149,246
420,360
414,360
14,207
497,146
312,420
15,65
202,460
146,110
257,49
234,406
146,55
196,306
476,105
34,39
193,158
174,53
175,38
400,129
410,112
375,430
289,495
65,128
308,5
198,302
328,117
220,142
246,334
245,229
46,88
147,327
357,404
463,308
219,204
148,198
226,440
287,422
154,424
345,211
407,258
42,483
230,78
251,93
217,281
236,398
198,181
190,414
321,215
230,269
203,161
188,378
161,122
78,248
304,373
484,119
244,420
143,351
169,363
325,214
55,470
173,431
141,187
464,162
134,185
223,328
352,306
409,203
313,356
365,235
411,56
226,52
413,386
253,14
143,183
377,11
418,71
32,456
16,5
233,74
30,257
141,75
135,465
287,205
303,432
214,39
458,459
8,175
148,414
404,184
387,263
26,271
314,363
391,317
138,123
313,223
428,463
181,277
147,430
377,350
407,189
179,292
432,249
170,32
101,100
482,187
104,344
84,365
335,238
318,79
310,351
346,278
379,125
233,420
418,424
59,484
48,76
265,202
418,429
330,476
297,219
125,48
231,186
17,461
259,76
158,235
442,388
72,326
491,79
196,338
310,415
89,227
45,372
42,303
8,364
440,411
413,203
6,162
296,427
287,8
162,0
183,48
40,47
184,89
368,72
460,399
273,76
423,336
62,239
5,306
345,73
414,407
208,499
180,22
279,378
173,31
90,158
137,11
293,470
304,209
365,97
420,198
396,172
40,69
32,132
8,387
499,171
366,353
475,312
295,284
378,71
323,444
330,268
110,10
477,70
236,5
79,192
269,88
21,328
359,337
246,478
371,258
178,66
173,28
454,223
154,266
221,498
63,432
2,438
246,187
101,419
214,77
141,287
451,229
170,439
427,37
132,61
0,362
223,104
199,147
203,355
375,89
488,399
284,489
40,342
390,389
145,230
468,74
125,93
407,343
268,428
239,373
7,118
150,400
203,326
192,264
213,447
362,374
264,494
416,58
9,48
343,253
427,330
173,160
31,189
204,14
443,145
287,263
31,213
247,8
446,235
351,262
426,319
204,448
327,7
384,214
157,420
212,112
470,266
350,273
248,486
479,155
202,201
352,301
52,484
110,146
240,304
286,363
189,63
187,487
217,146
454,58
198,451
328,490
261,328
135,170
191,490
82,211
102,323
73,90
265,145
404,78
261,335
155,348
134,497
463,147
314,466
215,416
3,431
145,363
64,204
110,332
202,148
16,303
457,455
231,480
131,292
398,57
186,10
382,56
303,365
454,481
331,12
92,153
161,154
72,222
28,360
485,378
453,212
256,381
70,122
289,66
299,331
207,161
477,327
367,280
300,106
409,373
477,155
401,421
92,430
359,124
479,381
175,370
165,137
3,1
465,449
393,70
106,57
451,58
89,165
236,334
81,147
111,68
358,475
406,59
389,451
108,112
80,376
65,50
109,251
72,280
324,354
214,264
83,172
415,388
97,160
394,76
188,376
23,407
38,274
207,54
207,181
435,75
158,75
405,12
258,471
107,253
195,268
159,264
272,316
226,260
394,136
437,366
409,40
270,200
413,452
317,128
412,58
351,426
351,220
68,32
354,325
361,48
326,74
276,77
389,80
423,370
249,416
0,165
98,493
455,144
341,215
452,444
128,481
180,342
364,371
117,450
21,364
156,52
131,110
252,454
454,192
218,468
106,56
286,272
394,74
296,47
301,321
377,79
352,426
403,496
320,128
65,293
118,496
309,246
253,15
80,463
126,317
322,390
439,467
264,205
30,171
307,299
221,29
114,499
212,442
259,219
437,356
364,234
65,351
226,21
242,345
347,126
379,282
248,324
467,391
191,428
63,36
454,474
28,397
207,481
225,449
211,296
122,472
309,164
402,292
163,328
194,497
172,65
187,166
309,223
273,116
271,261
23,9
78,152
498,58
31,425
465,170
48,474
40,190
297,162
229,22
171,498
182,428
14,493
4,295
124,383
226,494
177,45
430,443
261,225
422,427
497,264
470,156
125,389
281,448
35,252
141,436
486,144
25,302
290,334
184,282
193,17
137,476
462,252
260,287
29,345
309,481
190,182
50,136
473,287
354,323
292,8
448,465
106,198
437,76
398,475
327,191
75,316
204,459
234,26
486,217
92,318
222,161
219,358
344,139
153,432
423,15
425,442
172,266
487,144
119,40
447,55
224,326
230,341
376,360
76,91
38,15
142,4
311,305
25,52
184,208
269,35
125,173
380,467
278,69
165,167
84,14
438,340
287,149
272,406
251,494
85,422
381,410
461,452
319,222
101,362
163,400
267,409
29,63
181,84
190,5
190,270
450,116
474,94
379,115
275,91
150,425
383,49
130,51
189,433
127,334
246,430
434,9
342,75
24,78
477,25
291,307
289,101
203,439
390,246
428,110
153,341
78,331
76,376
119,69
487,125
443,247
191,135
231,40
234,124
181,256
68,438
450,357
375,356
20,68
170,286
185,367
241,143
244,207
203,351
280,30
437,174
339,14
359,298
76,362
303,146
192,488
211,216
447,215
126,24
96,207
8,33
271,65
491,495
488,123
438,364
311,244
185,217
483,183
361,152
256,261
142,265
79,492
144,150
85,3
468,390
422,240
157,107
158,393
176,385
5,331
199,32
46,277
489,86
415,142
151,124
81,465
96,181
384,399
129,364
449,402
246,71
279,101
427,372
174,82
103,315
328,11
62,82
312,4
256,201
424,17
283,336
95,497
235,277
293,494
104,145
44,64
241,314
361,382
258,133
457,181
264,417
92,77
193,411
215,148
59,186
306,399
490,19
487,239
78,88
150,419
318,475
362,382
121,251
491,56
83,429
337,19
451,243
104,47
285,145
154,302
144,160
181,208
109,347
66,123
93,106
485,441
427,312
89,51
281,169
142,98
198,285
216,407
472,425
466,133
1,287
402,489
325,70
45,26
378,16
97,232
52,49
334,494
33,398
368,184
118,85
321,375
190,441
327,84
99,249
161,317
328,474
365,258
159,304
495,470
86,34
41,174
150,6
485,395
44,448
252,225
398,174
277,0
240,382
414,398
188,333
50,426
36,383
442,27
175,67
263,409
337,15
209,187
166,252
265,322
268,140
263,186
69,252
187,439
371,40
326,425
355,335
432,377
186,427
316,335
244,86
291,324
377,389
115,465
41,110
367,201
203,419
44,222
202,180
334,247
131,347
300,167
129,371
426,342
143,12
381,154
8,108
155,44
330,311
356,342
236,416
391,370
187,50
380,167
141,136
364,314
365,277
31,19
441,153
285,475
147,419
438,188
20,138
374,309
276,178
256,492
389,230
47,124
237,166
268,216
327,150
21,253
180,487
483,327
85,437
392,408
223,16
242,200
8,109
208,203
6,214
441,244
280,61
255,82
52,185
18,478
38,256
112,45
286,106
302,356
99,198
169,230
1,170
143,448
244,481
187,218
333,251
269,433
372,170
321,449
178,208
77,487
393,21
286,380
94,302
142,462
226,462
277,153
290,368
133,245
456,423
374,279
232,175
493,403
307,496
363,284
333,283
363,215
228,181
202,282
452,275
153,160
146,81
405,189
342,44
202,254
240,424
58,164
246,391
489,57
187,90
355,325
342,21
388,196
345,43
204,40
174,356
78,397
207,143
5,384
383,295
33,88
239,242
340,294
306,312
62,469
273,214
491,149
321,450
263,151
178,163
58,122
233,292
117,368
473,212
269,91
30,182
455,213
44,177
328,417
41,219
440,472
438,122
18,110
241,1
229,463
399,374
185,395
434,178
292,422
498,247
405,373
0,393
285,331
484,208
254,169
498,470
469,46
156,449
32,105
198,355
257,252
487,272
335,190
460,409
398,278
142,334
48,403
380,257
219,419
444,463
169,23
239,182
495,262
402,9
162,19
158,494
66,439
487,384
302,275
416,353
197,178
0,433
427,274
280,170
453,169
183,243
89,489
205,92
36,237
226,246
56,175
357,212
151,226
435,35
162,370
417,378
64,377
21,218
262,187
415,405
193,374
488,137
110,220
62,487
434,124
24,203
61,451
482,167
248,161
113,102
101,464
26,410
262,470
116,309
451,172
433,288
188,221
142,369
132,35
319,259
487,384
464,266
102,386
277,117
230,490
30,461
114,354
253,459
280,267
472,289
144,277
74,119
194,350
96,157
454,263
17,428
341,349
36,302
441,93
64,138
37,128
377,493
431,417
74,99
358,341
477,286
142,121
462,399
6,349
253,187
204,196
497,132
329,293
233,89
395,219
406,76
476,313
204,77
35,353
167,414
191,253
351,257
392,122
347,199
407,261
420,459
390,475
488,250
300,72
201,272
429,298
338,203
110,498
355,454
292,404
447,240
455,357
265,5
303,387
6,73
468,25
5,117
110,82
183,145
184,293
168,302
435,319
196,192
420,377
161,435
414,441
376,215
447,422
131,51
280,266
157,488
403,422
392,302
78,193
280,427
163,318
215,85
54,165
350,20
478,448
416,436
310,440
400,176
291,247
248,41
388,243
158,496
251,62
331,153
174,7
281,225
70,496
366,83
200,148
375,477
64,172
70,315
495,37
329,13
345,106
154,254
446,27
222,62
268,441
307,142
5,399
110,47
322,355
216,144
337,437
469,48
142,303
260,35
271,238
369,187
496,355
279,142
53,194
384,454
292,25
132,45
380,330
113,92
266,487
234,60
321,173
216,280
99,415
165,208
26,104
254,142
264,445
431,266
169,428
148,36
158,340
291,383
238,115
445,425
276,202
56,178
21,3
3,271
281,319
65,110
95,432
84,445
123,76
363,57
158,354
211,379
266,301
450,355
249,212
288,217
103,357
136,128
278,462
252,326
122,195
156,409
57,456
478,418
332,471
467,333
366,476
486,414
479,485
171,396
140,141
310,470
48,312
464,147
180,75
240,247
34,329
404,378
491,494
450,229
105,351
169,7
57,197
344,345
91,46
189,300
223,491
246,444
459,339
332,266
391,227
392,45
191,66
281,410
480,410
236,150
422,468
416,124
486,40
344,86
499,37
348,359
135,237
138,409
352,27
344,368
123,494
413,27
412,144
120,199
353,407
257,216
157,428
129,476
127,320
165,398
444,102
85,58
372,380
272,309
488,46
48,285
40,385
272,420
218,364
150,48
461,458
333,204
246,19
148,425
79,484
253,56
369,193
225,348
226,221
262,435
170,120
319,272
134,252
292,472
344,392
305,368
53,336
316,466
329,331
177,218
294,395
383,450
304,240
369,189
383,71
181,428
134,51
434,221
327,272
483,372
338,213
442,160
418,75
352,383
151,217
126,188
239,467
405,120
135,114
135,90
432,256
190,97
317,412
342,392
478,282
136,449
323,199
405,282
20,89
250,14
464,326
21,179
170,302
433,323
218,434
343,342
156,155
305,367
178,266
115,121
26,108
476,280
284,41
485,255
132,442
85,270
149,150
2,232
102,448
292,431
490,256
369,239
264,499
260,354
169,441
176,449
103,425
318,153
40,476
76,317
282,39
254,368
254,32
414,428
361,356
474,31
125,15
412,217
299,234
480,160
104,365
206,166
286,186
131,453
131,351
230,24
133,380
116,209
80,37
297,365
363,43
55,325
66,285
109,145
103,201
242,192
44,234
248,219
63,415
175,355
106,322
492,482
247,495
450,447
335,355
183,468
369,365
253,222
203,488
203,198
245,231
319,157
370,417
100,235
328,230
376,302
86,325
397,452
415,146
411,287
92,101
291,416
295,392
172,129
96,420
141,231
300,376
18,183
126,42
48,455
8,116
424,104
292,96
188,491
55,397
455,495
372,33
411,222
4,56
195,275
392,258
484,378
445,6
55,412
475,221
202,49
251,198
66,8
445,159
92,483
282,220
199,320
321,331
137,150
14,289
174,71
491,369
189,315
371,428
451,380
493,410
414,3
10,370
469,336
162,237
274,488
299,165
130,237
372,438
342,427
155,253
361,116
193,45
417,206
395,368
196,131
77,125
0,193
161,210
51,155
262,433
181,189
289,460
237,204
113,51
117,175
253,236
326,246
354,8
313,125
76,140
380,431
9,82
329,10
417,338
218,193
32,364
187,96
463,491
82,290
92,360
458,97
255,20
130,216
67,362
67,367
405,16
131,41
71,492
284,378
164,140
172,121
86,240
349,178
44,81
235,236
34,36
353,291
447,41
443,144
389,3
60,137
375,53
421,192
161,9
470,108
359,220
153,318
324,345
24,172
68,462
209,55
175,273
328,229
374,254
322,117
414,496
341,23
106,343
189,28
383,343
36,419
439,420
282,330
334,75
186,155
278,400
286,282
212,483
127,300
167,356
300,120
50,139
462,257
375,256
3,83
65,499
4,63
110,499
352,388
170,224
200,294
134,229
110,152
429,200
174,220
250,373
443,432
360,272
281,355
60,324
287,129
239,2
268,420
187,429
393,187
473,40
293,290
430,364
159,197
479,473
402,63
377,113
157,94
438,229
450,89
413,318
287,473
231,232
269,29
282,252
181,225
272,147
430,221
359,20
49,385
454,455
431,69
122,179
404,476
222,317
165,131
432,413
17,266
74,310
217,57
415,353
394,32
233,375
441,16
325,203
409,261
94,448
245,340
46,68
30,117
285,39
427,241
162,359
201,355
379,343
489,449
405,440
194,165
34,283
418,110
419,448
357,422
3,164
102,363
155,244
177,21
496,353
290,84
360,248
412,376
2,136
31,246
117,334
187,456
222,290
115,187
252,254
452,335
397,237
162,487
129,104
199,459
176,116
49,474
164,372
30,151
19,277
465,283
209,348
252,450
36,342
57,253
68,447
349,138
194,188
31,285
96,358
197,83
229,362
109,418
127,318
185,83
25,379
98,176
413,381
377,111
102,336
29,448
429,138
27,397
221,227
73,74
319,330
336,232
198,454
264,228
176,240
195,132
366,148
106,46
30,381
134,174
160,67
477,360
218,380
327,32
370,111
59,499
204,453
24,251
274,158
150,106
169,319
121,218
155,25
323,358
67,492
221,179
125,318
198,161
42,35
455,179
374,114
356,399
473,407
220,404
118,192
100,388
219,104
199,340
267,234
281,46
7,167
163,177
157,253
309,476
341,73
377,312
144,91
70,493
367,117
55,99
370,420
142,129
9,230
175,209
328,285
270,142
181,473
82,67
211,114
475,159
14,185
416,37
349,173
401,495
27,185
64,20
133,249
108,287
129,141
313,108
307,195
24,105
22,113
333,131
81,352
160,493
354,97
350,80
241,194
398,456
49,99
108,62
432,44
360,121
284,278
106,283
285,18
177,68
233,484
289,317
163,263
69,111
116,104
344,309
250,50
199,179
435,363
412,106
183,25
455,286
374,425
174,291
172,416
387,362
103,7
23,144
428,179
275,97
324,161
227,412
397,355
392,67
410,138
109,111
69,161
404,380
382,293
385,123
486,94
178,351
387,158
335,339
366,319
272,139
424,211
328,170
471,403
405,16
103,144
125,350
231,400
217,62
399,478
396,269
18,467
24,363
443,451
199,121
187,247
258,308
272,173
88,170
124,40
21,182
383,261
437,438
408,89
235,133
121,71
266,74
277,93
99,225
288,51
99,12
267,255
441,200
53,363
265,289
244,387
368,28
360,68
490,39
147,219
299,217
490,79
467,322
317,277
42,86
412,323
259,390
303,95
177,479
250,392
474,280
469,29
338,279
437,470
144,251
35,314
237,346
66,141
70,14
10,266
11,94
280,137
486,67
221,203
129,138
438,401
104,10
250,417
64,251
351,224
371,330
242,137
82,456
153,150
250,389
406,279
99,75
4,499
40,249
186,231
163,166
38,72
319,202
127,332
380,173
203,412
441,430
47,351
140,227
440,281
486,450
160,241
269,65
284,332
114,19
15,258
356,247
48,2
359,454
400,298
69,81
194,62
319,82
225,36
413,76
337,107
114,339
264,343
185,5
73,183
364,119
167,41
373,343
27,35
351,248
278,172
469,330
301,86
273,260
305,469
291,124
70,280
171,420
325,321
159,466
107,289
153,496
223,434
404,295
390,372
449,17
175,68
39,97
410,482
499,496
49,263
203,450
219,349
55,128
207,458
169,215
390,160
17,74
111,57
8,457
455,288
469,341
307,255
249,33
473,87
422,287
120,53
220,155
309,293
30,152
302,114
217,170
208,213
341,250
471,397
273,142
467,37
177,186
124,399
285,354
468,164
3,33
144,393
292,130
414,30
216,384
393,169
209,334
384,402
15,344
194,201
33,87
72,331
302,176
322,211
208,436
372,467
335,412
468,416
409,429
440,317
78,196
328,309
296,48
352,343
425,184
232,24
439,233
248,326
124,6
298,58
369,125
219,295
245,39
54,206
331,209
354,128
341,326
68,139
255,499
419,35
370,54
185,133
469,313
21,286
161,39
280,381
97,336
441,475
381,93
482,358
38,117
497,435
5,237
447,171
386,51
456,59
